id,english,french,bislama,where
IN-0414,"Submit your first deal to go live — add photos, prices, and your discount.","Soumettez votre première offre pour être visible — photos, prix et réduction.","Submitim fes dil blong yu — atem foto, praes, mo diskaon.",src/components/BusinessOwnerDashboard.tsx
IN-0415,Business Profile,Profil entreprise,Bisnis profael,src/components/BusinessOwnerDashboard.tsx
IN-0416,My credentials,Mes accréditations,Kredensel blong mi,src/components/BusinessOwnerDashboard.tsx
IN-0417,You have more than one live deal under this business. Choose which listing to update — no need to open the side menu.,Plusieurs annonces sont actives. Choisissez celle à modifier — sans passer par le menu.,Yu gat mo tan one live dil anta long bisnis ia. Jusum wij listing nao save blong apdeit — no nid blong openem saed menu.,src/components/BusinessOwnerDashboard.tsx
IN-0418,Analytics and charts below are for the listing you select here.,Les statistiques ci-dessous correspondent à l’annonce choisie ici.,Ol namba long daon i blong listing we yu jusum ia.,src/components/BusinessOwnerDashboard.tsx
IN-0419,Reviews shown below are for this listing when reviews are linked to a specific deal.,Les avis affichés correspondent à cette annonce lorsqu’ils sont liés à une offre.,Ol riviu long daon i blong listing ia taem oli link long wan dil.,src/components/BusinessOwnerDashboard.tsx
IN-0420,Photos below are for this listing’s gallery (each deal can have its own photos).,Les photos ci-dessous sont celles de cette annonce (chaque offre peut avoir sa galerie).,Ol foto  daon i blong gallery blong listing ia (evri dil i save gat ol foto blong hem).,src/components/BusinessOwnerDashboard.tsx
IN-0421,Which listing?,Quelle annonce ?,Wan listing?,src/components/BusinessOwnerDashboard.tsx
IN-0422,Deal / listing title,Titre de l’offre,Titel blong dil,src/components/BusinessOwnerDashboard.tsx
IN-0423,Category,Catégorie,Kategori,src/components/BusinessOwnerDashboard.tsx
IN-0424,Description,Description,Diskraepem,src/components/BusinessOwnerDashboard.tsx
IN-0425,Business photos,Photos,Foto,src/components/BusinessOwnerDashboard.tsx
IN-0426,At least one photo or cover image is required. Previous uploads are restored when available.,Au moins une photo ou une image de couverture est requise. Les envois précédents sont restaurés si possible.,Atlas u nidim wan foto o kava pikja. Ol foto bifo i save kam bakeken.,src/components/BusinessOwnerDashboard.tsx
IN-0427,"Need to change phone, email, or address?","Modifier téléphone, e-mail ou adresse ?","Nid blong jensem fon, emeil mo adres?",src/components/BusinessOwnerDashboard.tsx
IN-0428,Open Business Profile,Ouvrir le profil entreprise,Openem Bisnis profael,src/components/BusinessOwnerDashboard.tsx
IN-0429,"Save your business profile first, then you can upload credentials here.",Enregistrez d’abord votre profil entreprise.,Sevem  profail blong bisnis fastaem mo save aplotem kretensel,src/components/BusinessOwnerDashboard.tsx
IN-0430,"Save your business profile first (complete setup), then you can update phone and contact details here.",Complétez d’abord votre profil entreprise.,Sevem profael blong bisnis fastaem afta u save aptaetem fon mo kontak titels blong yu,src/components/BusinessOwnerDashboard.tsx
IN-0431,Business profile not found.,Profil introuvable.,No faenem bisnis profael.,src/components/BusinessProfileSettings.tsx
IN-0432,Could not load business profile.,Impossible de charger le profil.,No save lodem profael.,src/components/BusinessProfileSettings.tsx
IN-0433,Please fix the errors below.,Corrigez les erreurs ci-dessous.,Fiksim ol erra.,src/components/BusinessProfileSettings.tsx
IN-0434,Business profile updated. New listings will use these contact details.,Profil mis � jour. Les nouvelles annonces utiliseront ces coordonn�es.,Profael i apdeit.,src/components/BusinessProfileSettings.tsx
IN-0435,Business profile,Profil entreprise,Bisnis profael,src/components/BusinessProfileSettings.tsx
IN-0436,"Update phone, email, address, and office hours for your whole business. Each tour or deal can still have its own schedule under Edit listing.","Mettez � jour le t�l�phone, l�e-mail, l�adresse et les horaires du commerce. Chaque annonce garde son propre horaire dans Modifier l�annonce.","Apdeit fon, email, adres mo taem blong olgeta bisnis. Evri listing i save gat diffren taem long Edit listing.",src/components/BusinessProfileSettings.tsx
IN-0437,Business name,Nom du commerce,Nem blong bisnis,src/components/BusinessProfileSettings.tsx
IN-0438,Contact person,Personne de contact,Man blong kontak,src/components/BusinessProfileSettings.tsx
IN-0439,Primary category,Cat�gorie principale,Kategori,src/components/BusinessProfileSettings.tsx
IN-0440,I don't use WhatsApp — contact me by phone or email instead.,Je n'utilise pas WhatsApp — contactez-moi par telephone ou e-mail.,Mi no yusum WhatsApp — kontaktem mi long fon o email.,src/components/BusinessProfileSettings.tsx
IN-0441,WhatsApp,WhatsApp,WhatsApp,src/components/BusinessProfileSettings.tsx
IN-0442,Recommended for guest contact and StikmNek setup tips. Include country code (e.g. +678).,Recommande pour les clients et conseils StikmNek. Indicatif pays (ex. +678).,Recomentem blong guest mo tips. Inklutum kaotri cod (ex. +678).,src/components/BusinessProfileSettings.tsx
IN-0443,"Send me WhatsApp tips from StikmNek (listing help, photo uploads, getting bookings).","Envoyez-moi des conseils WhatsApp de StikmNek (aide annonce, photos, reservations).","Sendem WhatsApp tips blong StikmNek (help long listing, foto, booking).",src/components/BusinessProfileSettings.tsx
IN-0444,We'll use your phone and email for listing help. You won't be on our WhatsApp outreach list.,Nous utiliserons votre telephone et e-mail. Pas de liste WhatsApp.,Mifala bae yusum fon mo email long taem blong listing elp. No long WhatsApp list.,src/components/BusinessProfileSettings.tsx
IN-0445,Business hours (office / base),Heures du commerce (bureau),Ol binis aoa,src/components/BusinessProfileSettings.tsx
IN-0446,Used as a fallback and for your company contact. Set tour-specific times on each listing under Edit listing.,Utilis� pour le contact g�n�ral. Les horaires de chaque tour se d�finissent dans Modifier l�annonce.,Blong kontak blong bisnis. Taem blong wan tour — long jesem listing.,src/components/BusinessProfileSettings.tsx
IN-0447,Logo (optional),Logo (optionnel),Logo,src/components/BusinessProfileSettings.tsx
IN-0448,Upload then drag and zoom to fit the square � same idea as a profile photo.,"T�l�versez, puis glissez et zoomez pour remplir le carr�.","aplotem, trak mo zoom blong save fitim square. Sem aedia long profael foto",src/components/BusinessProfileSettings.tsx
IN-0449,Save profile,Enregistrer,Sevem profael,src/components/BusinessProfileSettings.tsx
IN-0450,Discard changes,Annuler,Discard,src/components/BusinessProfileSettings.tsx
IN-0451,Dining,Restauration,Kakae,src/components/CategoryShowcase.tsx
IN-0452,Fresh seafood & local cuisine,Fruits de mer frais & cuisine locale,Fres sifud & lokal kakae,src/components/CategoryShowcase.tsx
IN-0453,Activities,Activités,Aktiviti,src/components/CategoryShowcase.tsx
IN-0454,"Snorkeling, diving & more","Plongée, kayak & plus","Snokling, daeva mo moa",src/components/CategoryShowcase.tsx
IN-0455,Tours,Visites,Tua,src/components/CategoryShowcase.tsx
IN-0456,Cultural & adventure tours,Visites culturelles & aventure,Kalsa & adfenja tua,src/components/CategoryShowcase.tsx
IN-0457,Transportation,Transport,Transpot,src/components/CategoryShowcase.tsx
IN-0458,"Car hire, airport transfers & taxis","Location, transferts aéroport & taxis","Rent kar, airport transfe  mo taxi",src/components/CategoryShowcase.tsx
IN-0459,Spa & Wellness,Spa & Bien-être,Spa & Helt,src/components/CategoryShowcase.tsx
IN-0460,Relax & rejuvenate,Détendez-vous & rajeunissez,Rilaks & rifresem,src/components/CategoryShowcase.tsx
IN-0461,Accommodation,Hébergement,Ples blong slip,src/components/CategoryShowcase.tsx
IN-0462,Beachfront stays,Séjours en bord de mer,Bichfron stei,src/components/CategoryShowcase.tsx
IN-0463,Shopping,Shopping,Soping,src/components/CategoryShowcase.tsx
IN-0464,Local crafts & souvenirs,Artisanat local & souvenirs,Lokal kraft & suvenia,src/components/CategoryShowcase.tsx
IN-0465,Explore by Category,Explorer par catégorie,Eksploarem bae Kategori,src/components/CategoryShowcase.tsx
IN-0466,Find the perfect deal for every type of adventure,Trouvez l'offre parfaite pour chaque type d'aventure,Faenem nambawan dil blong evri kaen advenja,src/components/CategoryShowcase.tsx
IN-0467,active listings,annonces actives,aktiv listing,src/components/CategoryShowcase.tsx
IN-0468,deal,offre,dil,src/components/CategoryShowcase.tsx
IN-0469,deals,offres,dils,src/components/CategoryShowcase.tsx
IN-0470,available,disponible,Igat,src/components/CategoryShowcase.tsx
IN-0471,Resume your profile,Reprendre votre profil,Go bak long profael blong yu,src/components/CompleteTouristProfile.tsx
IN-0472,Complete your profile,Complétez votre profil,Komplitim profaael blong yu,src/components/CompleteTouristProfile.tsx
IN-0473,Pick up where you left off — your details are saved as you go.,Reprenez où vous en étiez — vos informations sont enregistrées au fil du remplissage.,Go hed long wea yu stop long hem — ol samting i save sef taem yu muv iko lelebet.,src/components/CompleteTouristProfile.tsx
IN-0474,We use this to show how pass limits relate to your group and travel dates.,Nous l’utilisons pour expliquer comment les limites des passes correspondent à votre groupe et à vos dates.,Mifala i yusum blong soem ol limit blong pas wetem grup mo det blong trip blong yu.,src/components/CompleteTouristProfile.tsx
IN-0475,Try again,Réessayer,Traem bakeken,src/components/CompleteTouristProfile.tsx
IN-0476,"Next, you’ll go to secure checkout — pass options use your profile (change anytime before paying).","Ensuite, passage au paiement sécurisé — le pass s’appuie sur votre profil (modifiable avant paiement).","Biaen, yu go long checkout — pas opsen u mas usum profil blong yu (yu save jensem eni taem bifo pem).",src/components/CompleteTouristProfile.tsx
IN-0477,We value your privacy,Nous respectons votre vie privée,Mifala i respektem praevesi blong yu,src/components/CookieConsent.tsx
IN-0478,"We use cookies and analytics to enhance your experience, provide personalized deals, and analyze traffic. By clicking ""Accept"", you consent to our use of cookies and Google Analytics tracking in accordance with GDPR.","Nous utilisons des cookies et des analyses pour améliorer votre expérience, fournir des offres personnalisées et analyser le trafic. En cliquant sur ""Accepter"", vous consentez à notre utilisation des cookies et du suivi Google Analytics conformément au RGPD.","Mifala i yusim kukis mo analytics blong mekem eksperiens blong yu i moa gud. Taem yu klikim ""Akseptem"", yu agri long yus blong kukis mo Google Analytics.",src/components/CookieConsent.tsx
IN-0479,Decline,Refuser,Refusim,src/components/CookieConsent.tsx
IN-0480,Accept,Accepter,Akseptem,src/components/CookieConsent.tsx
IN-0481,File must be under 10 MB,Fichier max. 10 Mo,Fael i mas 10 MB,src/components/CredentialUploader.tsx
IN-0482,Document uploaded — click Save credentials below,Document téléchargé — cliquez Enregistrer ci-dessous,Dokumen i aplot — klikim Save,src/components/CredentialUploader.tsx
IN-0483,Upload PDF or image,Télécharger PDF ou image,aplotem PDF o foto,src/components/CredentialUploader.tsx
IN-0484,Dining,Restauration,Kakae,src/components/Dashboard.tsx
IN-0485,Activities,Activités,Aktiviti,src/components/Dashboard.tsx
IN-0486,Tours,Visites,Tua,src/components/Dashboard.tsx
IN-0487,Accommodation,Hébergement,Ples blong slip,src/components/Dashboard.tsx
IN-0488,Redeemed,Utilisés,Yusim,src/components/Dashboard.tsx
IN-0489,approx.,env.,rid.,src/components/Dashboard.tsx
IN-0490,Total saved (redemptions),Total économisé (utilisations),Total sevem (redim),src/components/Dashboard.tsx
IN-0491,Expires: ,Expire le : ,Expae: ,src/components/Dashboard.tsx
IN-0492,Discount Validity Period,Période de validité,Taem blong Diskount,src/components/Dashboard.tsx
IN-0493,Valid From,Valide du,Stat blong diskaon,src/components/Dashboard.tsx
IN-0494,to,au,go,src/components/Dashboard.tsx
IN-0495,Valid Until,Valide jusqu'au,Diskaon valit kasem,src/components/Dashboard.tsx
IN-0496,Sharing…,Partage…,Serem…,src/components/Dashboard.tsx
IN-0497,Insights,Analyses,tingting,src/components/Dashboard.tsx
IN-0498,No redemptions yet. Start exploring deals!,Pas encore d'utilisations. Explorez les offres!,No usim yet. Stat eksploarem dils!,src/components/Dashboard.tsx
IN-0499,Your travel party,Votre groupe de voyage,Grup blong travel,src/components/Dashboard.tsx
IN-0500,Checkout uses this headcount (ages 6+) from your profile — update it anytime before you buy a pass.,Le paiement utilise ces voyageurs (6 ans et +) depuis votre profil.,Checkout i yusum namba long proaeil blong yu (6+).,src/components/Dashboard.tsx
IN-0501,Adults,Adultes,Bikman,src/components/Dashboard.tsx
IN-0502,Children (6+),Enfants (6+),Pikinini (6+),src/components/Dashboard.tsx
IN-0503,Edit profile,Modifier le profil,jesem profael,src/components/Dashboard.tsx
IN-0504,Your savings,Vos économies,Seving blong yu,src/components/Dashboard.tsx
IN-0505,Open analytics,Voir les analyses,Openem analitiks,src/components/Dashboard.tsx
IN-0506,No favorites yet,Pas encore de favoris,No gat favrit yet,src/components/Dashboard.tsx
IN-0507,Connected to Database,Connecté à la base de données,Konetim long Database,src/components/Dashboard.tsx
IN-0508,Real-time sync active,Synchronisation en temps réel,Ril-taem sink aktiv,src/components/Dashboard.tsx
IN-0509,Your data is securely stored and synced across devices. QR codes work offline too!,Vos données sont stockées en toute sécurité et synchronisées entre les appareils.,Data blong yu i sef mo sink akros olgeta divaes.,src/components/Dashboard.tsx
IN-0510,Your deal savings are ahead of your pass — keep stacking the wins!,Vos économies dépassent le pass — continuez comme ça !,Sevin i win long pass — go hed!,src/components/Dashboard.tsx
IN-0511,Insights into your StikmNek activity,Aperçu de votre activité StikmNek,luk iko insaet  long StikmNek aktiviti,src/components/Dashboard.tsx
IN-0512,Total Deals Used,Total offres utilisées,Total dils,src/components/Dashboard.tsx
IN-0513,Every VT here is holiday money back in your pocket — epic work!,Chaque VT compte : bravo pour vos économies !,Ol VT ia i helpem pocket blong yu — gudfala wok!,src/components/Dashboard.tsx
IN-0514,Pass price paid,Prix du pass,Pem pass praes,src/components/Dashboard.tsx
IN-0515,Pass purchase amount will show here after your next checkout syncs.,Le montant payé pour le pass apparaîtra après le prochain paiement.,Taem u Pem  pass bae i kam afta checkout i sink.,src/components/Dashboard.tsx
IN-0516,Deal savings (redemptions),Économies (offres),Sevin long dils,src/components/Dashboard.tsx
IN-0517,Approx. balance (savings − pass in VT),Solde indicatif (économies − pass en VT),Balans rid (sevin − pass long VT),src/components/Dashboard.tsx
IN-0518,Ahead of your pass,Au-delà du pass,fastaem long pass,src/components/Dashboard.tsx
IN-0519,Business Profile,Profil entreprise,Bisnis profael,src/components/DashboardOverview.tsx
IN-0520,"Phone, email, address","Téléphone, e-mail, adresse","Fon, emeil, adres",src/components/DashboardOverview.tsx
IN-0521,Credentials,Accréditations,Kredensel,src/components/DashboardOverview.tsx
IN-0522,"Licence, insurance, permits","Licence, assurance, permis","Permit, insurens, sertifiket",src/components/DashboardOverview.tsx
IN-0523,Card,Carte,Kad,src/components/DealsPricingCard.tsx
IN-0524,Live Rankings,Classements en direct,Laev Ranking,src/components/FeaturedLeaderboard.tsx
IN-0525,Featured Deals Leaderboard,Classement des offres vedettes,Lidabod blong Fitjad Dils,src/components/FeaturedLeaderboard.tsx
IN-0526,"Top deals ranked by rating, reviews, Super Stars, value, and verified credentials. Updated in real-time.","Meilleures offres classées par note, avis, Super Stars et valeur.","Beswan dils i rank bae reting, riviu, Super Stars, mo valu.",src/components/FeaturedLeaderboard.tsx
IN-0527,Browse All Deals,Voir toutes les offres,Lukim Olgeta Dils,src/components/FeaturedLeaderboard.tsx
IN-0528,Help Center,Centre d'aide,Help Senta,src/components/Footer.tsx
IN-0529,Business Guide,Guide entreprise,Bisnis Gaed,src/components/Footer.tsx
IN-0530,Cookie Policy,Politique de cookies,Kuki Polisi,src/components/Footer.tsx
IN-0531,Data Protection,Protection des données,Data Proteksen,src/components/Footer.tsx
IN-0532,GDPR Compliant,Conforme RGPD,GDPR Komplaent,src/components/Footer.tsx
IN-0533,Multi-language,Multilingue,Plante Lanwis,src/components/Footer.tsx
IN-0534,View on map,Voir sur la carte,Lukim long map,src/components/Hero.tsx
IN-0535,Explore Deals,Explorez les offres,Eksploarem Dils,src/components/HowItWorks.tsx
IN-0536,Browse 120+ deals on the map or by category. Find what excites you!,Parcourez plus de 120 offres sur la carte ou par catégorie.,Lukim 120+ dils long map o bae kategori. Faenem wanem i eksaetem yu!,src/components/HowItWorks.tsx
IN-0537,Show QR Code,Montrez le QR code,Soem QR Kod,src/components/HowItWorks.tsx
IN-0538,Present your QR code at the business to redeem your exclusive discount,Présentez votre QR code à l'entreprise pour utiliser votre réduction exclusive,Soem QR kod blong yu long bisnis blong yusim ekslusiv diskount blong yu,src/components/HowItWorks.tsx
IN-0539,Save & Enjoy,Économisez et profitez,Sevem mo Enjoem,src/components/HowItWorks.tsx
IN-0540,"Save up to 35% on dining, tours, activities and more across Vanuatu","Économisez jusqu'à 35% sur la restauration, les visites, les activités et plus à travers le Vanuatu","Sevem kasem 35% long kakae, tua, aktiviti mo moa long Vanuatu",src/components/HowItWorks.tsx
IN-0541,How StikmNek Works,Comment fonctionne StikmNek,Ao nao StikmNek i Wok,src/components/HowItWorks.tsx
IN-0542,Four simple steps to start saving on your Vanuatu adventure,Quatre étapes simples pour commencer à économiser sur votre aventure au Vanuatu,Fo simpol step blong stat sevem long Vanuatu advenja blong yu,src/components/HowItWorks.tsx
IN-0543,Start Saving Today,Commencez à économiser aujourd'hui,Stat Sevem Tede,src/components/HowItWorks.tsx
IN-0544,For Vanuatu businesses,Pour les entreprises au Vanuatu,Blong bisnis long Vanuatu,src/components/ListYourBusinessCta.tsx
IN-0545,List your business for free,Inscrivez votre entreprise gratuitement,Listem bisnis blong yu — fri,src/components/ListYourBusinessCta.tsx
IN-0546,Put your deals in front of tourists planning their trip — StikmNek helps them discover you before they arrive.,Mettez vos offres sous les yeux des touristes qui préparent leur séjour — StikmNek les aide à vous découvrir avant leur arrivée.,Putem ol dil blong yu long ai blong turis we oli planem trip — StikmNek i helpem oli faenem yu.,src/components/ListYourBusinessCta.tsx
IN-0547,Already have an account?,Déjà un compte ?,Gat akaon?,src/components/ListYourBusinessCta.tsx
IN-0548,Sign in,Se connecter,Saen in,src/components/ListYourBusinessCta.tsx
IN-0549,Made for mobile,Pensé pour le mobile,I stret long fon,src/components/ListYourBusinessCta.tsx
IN-0550,Vanuatu wide,Tout le Vanuatu,Vanuatu wide,src/components/ListYourBusinessCta.tsx
IN-0551,Adjust your logo,Ajuster votre logo,Adjustem logo,src/components/LogoCropDialog.tsx
IN-0552,Drag to reposition and use the slider to zoom — like a profile photo. This is how it will appear on your listing.,Glissez pour repositionner et zoomez. C’est ainsi qu’il apparaîtra sur votre annonce.,Drag mo zoom — olsem bae i luk long listing.,src/components/LogoCropDialog.tsx
IN-0553,Zoom,Zoom,Zoom,src/components/LogoCropDialog.tsx
IN-0554,Cancel,Annuler,Kanselem,src/components/LogoCropDialog.tsx
IN-0555,Save logo,Enregistrer,Sevem logo,src/components/LogoCropDialog.tsx
IN-0556,saved,enregistré(s),we i sevem,src/components/MyFavoritesList.tsx
IN-0557,Browse deals,Voir les offres,Lukluk ol diskaon,src/components/MyFavoritesList.tsx
IN-0558,Listing hidden from Explore.,Annonce masquée sur Explore.,Listing i haed long Explore.,src/components/MySubmissions.tsx
IN-0559,Submission removed.,Soumission supprimée.,Sabmisen i aot,src/components/MySubmissions.tsx
IN-0560,Approved,Approuvé,Apruvum,src/components/MySubmissions.tsx
IN-0561,Not Approved,Refusé,No Apruvum,src/components/MySubmissions.tsx
IN-0562,Under Review,En cours de révision,Stap Lukluk,src/components/MySubmissions.tsx
IN-0563,Just now,À l'instant,Jes nao,src/components/MySubmissions.tsx
IN-0564,Loading your submissions...,Chargement de vos soumissions...,Lodem ol sabmisen blong yu...,src/components/MySubmissions.tsx
IN-0565,My Submissions,Mes Soumissions,Ol Sabmisen Blong Mi,src/components/MySubmissions.tsx
IN-0566,Track the status of all your business listing submissions,Suivez le statut de toutes vos soumissions,Lukluk status blong ol sabmisen blong yu,src/components/MySubmissions.tsx
IN-0567,Refresh,Actualiser,Refres,src/components/MySubmissions.tsx
IN-0568,Total,Total,Evriwan,src/components/MySubmissions.tsx
IN-0569,Pending,En attente,Weit,src/components/MySubmissions.tsx
IN-0570,Approved,Approuvé,Apruvum,src/components/MySubmissions.tsx
IN-0571,Not Approved,Refusé,No Apruvum,src/components/MySubmissions.tsx
IN-0572,Live updates enabled — status changes appear instantly,Mises à jour en direct — les changements apparaissent instantanément,Laef update i stap — status change i soem kwiktaem,src/components/MySubmissions.tsx
IN-0573,No Submissions Yet,Aucune soumission,No gat sabmisen yet,src/components/MySubmissions.tsx
IN-0574,Submit your first business listing to get started!,Soumettez votre première entreprise pour commencer !,Sabmitem feswan bisnis blong yu blong statem!,src/components/MySubmissions.tsx
IN-0575,Submit a business listing,Soumettre une fiche commerciale,Sabmitem wan business listing,src/components/MySubmissions.tsx
IN-0576,Status Updated!,Statut mis à jour !,Status i jenj!,src/components/MySubmissions.tsx
IN-0577,Live on Explore,En ligne,Laef long Explora,src/components/MySubmissions.tsx
IN-0578,Status Timeline,Chronologie,Taemlaen,src/components/MySubmissions.tsx
IN-0579,Submitted,Soumis,Sabmitem,src/components/MySubmissions.tsx
IN-0580,Under Review,En cours de révision,Stap Lukluk,src/components/MySubmissions.tsx
IN-0581,Approved & Live,Approuvé et en ligne,Apruvum & Laef,src/components/MySubmissions.tsx
IN-0582,Not Approved,Non approuvé,No Apruvum,src/components/MySubmissions.tsx
IN-0583,Admin Notes,Notes de l'admin,Admin Notes,src/components/MySubmissions.tsx
IN-0584,Submission Details,Détails de la soumission,Ol Ditel,src/components/MySubmissions.tsx
IN-0585,Hide from Explore,Masquer sur Explore,Haed long Explore,src/components/MySubmissions.tsx
IN-0586,Delete submission,Supprimer la soumission,Raetem sabmisen,src/components/MySubmissions.tsx
IN-0587,Edit & Resubmit,Modifier et resoumettre,Editim mo Sabmitem bakegen,src/components/MySubmissions.tsx
IN-0588,Our team typically reviews within 24 hours,Notre équipe examine généralement dans les 24 heures,Tim blong mifala i lukluk insaed 24 aoa,src/components/MySubmissions.tsx
IN-0589,How the Review Process Works,Comment fonctionne le processus,Olsem wanem proses i wok,src/components/MySubmissions.tsx
IN-0590,My Dashboard,Mon Tableau de Bord,Dasbod Blong Mi,src/components/Navbar.tsx
IN-0591,My Business,Mon Entreprise,Bisnis Blong Mi,src/components/Navbar.tsx
IN-0592,Help,Aide,Elb,src/components/Navbar.tsx
IN-0593,Change language,Changer de langue,Mekem Akaon,src/components/Navbar.tsx
IN-0594,Language,Langue,Dil Klosap,src/components/Navbar.tsx
IN-0595,Create Account,Créer un compte,Turis Pas,src/components/Navbar.tsx
IN-0596,Nearby Deal,Offre à proximité,Komplitim profael blong yu,src/components/NearbyDeals.tsx
IN-0597,Tourist Pass,Pass touriste,Smol infomesen i helpem mifala blong givim dils mo kontaktem yu.,src/components/PassCards.tsx
IN-0598,Complete your traveller profile,Complétez votre profil voyageur,Logo i sev!,src/components/PaymentConfirmation.tsx
IN-0599,A few details help us tailor deals and contact you the way you prefer.,Quelques détails nous aident à personnaliser les offres et à vous joindre comme vous préférez.,Logo i sev!,src/components/PaymentConfirmation.tsx
IN-0600,Logo saved!,Logo enregistré !,Adjustem olsem long listing,src/components/PhotoUploader.tsx
IN-0601,Logo saved!,Logo enregistré !,Praes mo Diskaon (VT),src/components/PhotoUploader.tsx
IN-0602,Adjust how it looks on your listing,Ajuster l’affichage sur l’annonce,Diskaon Opsonal,src/components/PhotoUploader.tsx
IN-0603,Pricing & Discount (VT),Prix et remise (VT),"Long tua mo aktiviti, praes i kam long tier tebol daon. Yusum ples ia blong setem diskaon (%) mo det.",src/components/PricingDiscountFields.tsx
IN-0604,Discount Optional,Remise optionnelle,Putum praes long Vatu (VT). Diskaon i opsonal — bisnis we i gat diskaon i go fas.,src/components/PricingDiscountFields.tsx
IN-0605,"For tours & activities, prices come from your tier table below. Use this section to set an optional % discount badge and validity dates.","Pour les visites et activités, les prix viennent du tableau des paliers ci-dessous. Utilisez cette section pour définir une remise (%) et des dates.",Praes blong yu (VT),src/components/PricingDiscountFields.tsx
IN-0606,Enter your price in Vatu (VT). Discount is optional — businesses offering discounts get featured priority.,Entrez votre prix en Vatu (VT). La remise est optionnelle — les entreprises offrant des remises sont prioritaires.,Diskaon (%),src/components/PricingDiscountFields.tsx
IN-0607,Your Price (VT),Votre prix (VT),Niu Praes (oto),src/components/PricingDiscountFields.tsx
IN-0608,Discount (%),Remise (%),Kastoma bae luk,src/components/PricingDiscountFields.tsx
IN-0609,New Price (auto),Nouveau prix (auto),Kastoma i sevem,src/components/PricingDiscountFields.tsx
IN-0610,Customer will see,Le client verra,Taem blong Diskaon,src/components/PricingDiscountFields.tsx
IN-0611,Customer saves,Le client économise,Onlaen mo Map,src/components/PricingDiscountFields.tsx
IN-0612,Discount Validity Period,Période de validité de la remise,Praes blong wanwan man (VT),src/components/PricingDiscountFields.tsx
IN-0613,Online Presence & Map,Présence en ligne et carte,Putum nomol praes blong wanwan man. Mifala wokemaot diskaon praes blong yu. Pikinini andanit 6 yia i fri.,src/components/PricingDiscountFields.tsx
IN-0614,Price for each guest (VT),Prix par visiteur (VT),"Putum nomol praes, then diskaon pas praes blong wanwan man.",src/components/PricingTiersEditor.tsx
IN-0615,Type your normal price for each guest. We work out the discounted pass price for you. Children under 6 are usually free.,Saisissez votre prix normal pour chaque visiteur. Nous calculons le prix réduit du pass. Les enfants de moins de 6 ans sont gratuits.,Nem,src/components/PricingTiersEditor.tsx
IN-0616,"Type your normal price, then the lower pass price for each guest. Children under 6 are usually free.",Saisissez votre prix normal puis le prix réduit du pass pour chaque visiteur.,exsampol. Adult (13+),src/components/PricingTiersEditor.tsx
IN-0617,Guest name,Libellé,Adult,src/components/PricingTiersEditor.tsx
IN-0618,e.g. Adults (13+),ex. Adultes (13+),Pikinini,src/components/PricingTiersEditor.tsx
IN-0619,Adults,Adultes,Bebi,src/components/PricingTiersEditor.tsx
IN-0620,Children,Enfants,opsonal,src/components/PricingTiersEditor.tsx
IN-0621,Infants,Bébés,Nomol praes (VT),src/components/PricingTiersEditor.tsx
IN-0622,optional,optionnel,Pas praes (VT),src/components/PricingTiersEditor.tsx
IN-0623,Normal price (VT),Prix normal (VT),Nomol praes — olgeta grup (VT),src/components/PricingTiersEditor.tsx
IN-0624,Pass price (VT),Prix du pass (VT),Pas praes — olgeta grup (VT),src/components/PricingTiersEditor.tsx
IN-0625,Normal price — whole group (VT),Prix normal — groupe entier (VT),Pas praes,src/components/PricingTiersEditor.tsx
IN-0626,Pass price — whole group (VT),Prix du pass — groupe entier (VT),Nem blong jata,src/components/PricingTiersEditor.tsx
IN-0627,Pass price,Prix du pass,exsampol. Private jata (5 pipol),src/components/PricingTiersEditor.tsx
IN-0628,Charter name,Nom du charter,Min man,src/components/PricingTiersEditor.tsx
IN-0629,e.g. Private Charter (up to 5),ex. Charter privé (jusqu'à 5),Max man (opsonal),src/components/PricingTiersEditor.tsx
IN-0630,Min people,Min pers.,Addem bebi praes,src/components/PricingTiersEditor.tsx
IN-0631,Max people (optional),Max pers. (optionnel),Addem praevet jata,src/components/PricingTiersEditor.tsx
IN-0632,Add infant price,Ajouter tarif bébé,Kivim,src/components/PricingTiersEditor.tsx
IN-0633,Add private charter,Ajouter charter privé,Sam moa opsen,src/components/PricingTiersEditor.tsx
IN-0634,Remove,Supprimer,Addem wan laen,src/components/PricingTiersEditor.tsx
IN-0635,More options,Plus d’options,Olgeta grup (flat praes),src/components/PricingTiersEditor.tsx
IN-0636,Add price row,Ajouter une ligne,Private jata,src/components/PricingTiersEditor.tsx
IN-0637,Whole group (flat rate),Groupe entier (tarif fixe),Serem,src/components/PricingTiersEditor.tsx
IN-0638,Private Charter,Charter privé,Plis jusum wan sta reting,src/components/PricingTiersEditor.tsx
IN-0639,Sharing…,Partage…,Plis raetem wan komen abaotem eksperiens blong yu,src/components/QRCodeDisplay.tsx
IN-0640,Please select a star rating,Veuillez sélectionner une note,Komen i mas gat 10 karakta o moa,src/components/ReviewForm.tsx
IN-0641,Please write a comment about your experience,Veuillez écrire un commentaire sur votre expérience,Tangkiu tumas!,src/components/ReviewForm.tsx
IN-0642,Comment must be at least 10 characters,Le commentaire doit contenir au moins 10 caractères,Supa Sta riviu blong yu i go finis!,src/components/ReviewForm.tsx
IN-0643,Thank You!,Merci !,Riviu blong yu i go finis.,src/components/ReviewForm.tsx
